country,admin_1,lon,lat,total_area,harv_area,curr_yield,max_yield,gw_depth,sw_dist,sw_depth,sw_suit_idx,elevation,awsc,wind_1,wind_2,wind_3,wind_4,wind_5,wind_6,wind_7,wind_8,wind_9,wind_10,wind_11,wind_12,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10,prec_11,prec_12,srad_1,srad_2,srad_3,srad_4,srad_5,srad_6,srad_7,srad_8,srad_9,srad_10,srad_11,srad_12,tmax_1,tmax_2,tmax_3,tmax_4,tmax_5,tmax_6,tmax_7,tmax_8,tmax_9,tmax_10,tmax_11,tmax_12,tavg_1,tavg_2,tavg_3,tavg_4,tavg_5,tavg_6,tavg_7,tavg_8,tavg_9,tavg_10,tavg_11,tavg_12,tmin_1,tmin_2,tmin_3,tmin_4,tmin_5,tmin_6,tmin_7,tmin_8,tmin_9,tmin_10,tmin_11,tmin_12
moz,Zambezia,37.04166998,-15.12500335,1019,234.5,4500,6000,37,44971,115,1,375,160,3.5,3.6,4.4,5.2,5.1,5,4.6,4.6,3.6,3.9,3.5,3.5,3.30562,3.30562,4.20687,2.1775,1.37,0.05,0.065625,0.533125,2.68688,4.69875,3.03438,2.75125,14489,17446,22214,25799,27889,28699,28193,26583,22716,18878,15064,13247,17.880199,20.9104,25.0986,30.4051,35.313301,40.533001,42.909801,42.034199,37.684898,30.602301,22.941099,18.157101,10.3599,13.4935,17.510401,22.871799,27.8908,32.9818,34.5877,34.958401,30.671301,23.648701,16.1147,11.4303,3.59983,6.31408,10.0411,14.9671,19.888901,24.867399,28.0879,27.3508,23.112801,16.8242,9.63193,5.43642
moz,Zambezia,37.12500331,-15.12500335,1042,321,4500,6000,18,40990,298,1,373,160,3.5,3.6,4.4,5,5.1,4.8,4.6,4.5,3.6,3.9,3.5,3.5,3.30821,3.30821,4.20496,2.18617,1.37033,0.05,0.068208,0.531708,2.68163,4.68425,3.03679,2.75575,14489,17446,22213,25816,27887,28668,28227,26548,22716,18877,15065,13247,17.881399,20.9112,25.0501,30.4067,35.315201,40.484901,42.8605,41.9851,37.687,30.554501,22.9429,18.1082,10.4095,13.4923,17.5096,22.871401,27.8909,32.982101,34.586498,34.957199,30.671301,23.648701,16.114401,11.43,3.59834,6.36125,10.039,14.9651,19.886801,24.865999,28.0844,27.346201,23.111,16.8216,9.63013,5.43547
moz,Zambezia,37.20833664,-15.12500335,1281,305.5,4500,6000,23,4515,208,99999,373,160,3.5,3.6,4.4,5.2,5.1,5,4.6,4.6,3.6,3.9,3.5,3.5,3.30562,3.30562,4.20687,2.1775,1.37,0.05,0.065625,0.533125,2.68688,4.69875,3.03438,2.75125,14489,17446,22214,25799,27889,28699,28193,26583,22716,18878,15064,13247,17.880199,20.9104,25.0986,30.4051,35.313301,40.533001,42.909801,42.034199,37.684898,30.602301,22.941099,18.157101,10.3599,13.4935,17.510401,22.871799,27.8908,32.9818,34.5877,34.958401,30.671301,23.648701,16.1147,11.4303,3.59983,6.31408,10.0411,14.9671,19.888901,24.867399,28.0879,27.3508,23.112801,16.8242,9.63193,5.43642
moz,Zambezia,37.29166998,-15.12500335,1473,298.2,4500,6000,38,16483,98,99999,375,160,3.5,3.6,4.4,5.2,5.1,5,4.6,4.6,3.6,3.9,3.5,3.5,3.30562,3.30562,4.20687,2.1775,1.37,0.05,0.065625,0.533125,2.68688,4.69875,3.03438,2.75125,14489,17446,22214,25799,27889,28699,28193,26583,22716,18878,15064,13247,17.880199,20.9104,25.0986,30.4051,35.313301,40.533001,42.909801,42.034199,37.684898,30.602301,22.941099,18.157101,10.3599,13.4935,17.510401,22.871799,27.8908,32.9818,34.5877,34.958401,30.671301,23.648701,16.1147,11.4303,3.59983,6.31408,10.0411,14.9671,19.888901,24.867399,28.0879,27.3508,23.112801,16.8242,9.63193,5.43642
moz,Zambezia,37.37500331,-15.12500335,784,134.7,4500,6000,28,12896,9,99999,374,160,3.5,3.6,4.4,5.2,5.1,5,4.6,4.6,3.6,3.9,3.5,3.5,3.30562,3.30562,4.20687,2.1775,1.37,0.05,0.065625,0.533125,2.68688,4.69875,3.03438,2.75125,14489,17446,22214,25799,27889,28699,28193,26583,22716,18878,15064,13247,17.880199,20.9104,25.0986,30.4051,35.313301,40.533001,42.909801,42.034199,37.684898,30.602301,22.941099,18.157101,10.3599,13.4935,17.510401,22.871799,27.8908,32.9818,34.5877,34.958401,30.671301,23.648701,16.1147,11.4303,3.59983,6.31408,10.0411,14.9671,19.888901,24.867399,28.0879,27.3508,23.112801,16.8242,9.63193,5.43642
moz,Zambezia,36.62500331,-15.20833668,74,11.4,4500,6000,16,92750,56,99999,376,160,3.5,3.8,4.4,5,5.1,4.6,4.6,4.6,3.8,3.9,3.7,3.7,3.325,3.325,4.19012,2.245,1.3785,0.05425,0.082875,0.5225,2.65525,4.5735,2.55675,2.7925,14491,17462,22212,25813,27853,28628,28190,26578,22693,18876,15094,13248,17.893101,20.920601,25.114901,30.372299,35.2327,40.4524,42.7682,41.895401,37.557301,30.5242,22.9102,18.019501,10.3574,13.4864,17.507099,22.8216,27.8454,32.938801,34.531799,34.902401,30.6259,23.702101,16.1147,11.4291,3.53619,6.29221,10.0244,14.9027,19.8255,24.8095,28.111401,27.368,23.1527,16.9566,9.71707,5.52771
moz,Zambezia,36.70833664,-15.20833668,400,248,4500,6000,12,19455,250,99999,374,160,3.5,3.6,4.4,5.2,5.1,5,4.6,4.6,3.6,3.9,3.5,3.5,3.30562,3.30562,4.20687,2.1775,1.37,0.05,0.065625,0.533125,2.68688,4.69875,3.03438,2.75125,14489,17446,22214,25799,27889,28699,28193,26583,22716,18878,15064,13247,17.880199,20.9104,25.0986,30.4051,35.313301,40.533001,42.909801,42.034199,37.684898,30.602301,22.941099,18.157101,10.3599,13.4935,17.510401,22.871799,27.8908,32.9818,34.5877,34.958401,30.671301,23.648701,16.1147,11.4303,3.59983,6.31408,10.0411,14.9671,19.888901,24.867399,28.0879,27.3508,23.112801,16.8242,9.63193,5.43642
moz,Zambezia,36.79166998,-15.20833668,1632,1034.2,4500,6000,17,50172,184,1,374,160,3.5,3.6,4.4,5.2,5.1,5,4.6,4.6,3.6,3.9,3.5,3.5,3.30562,3.30562,4.20687,2.1775,1.37,0.05,0.065625,0.533125,2.68688,4.69875,3.03438,2.75125,14489,17446,22214,25799,27889,28699,28193,26583,22716,18878,15064,13247,17.880199,20.9104,25.0986,30.4051,35.313301,40.533001,42.909801,42.034199,37.684898,30.602301,22.941099,18.157101,10.3599,13.4935,17.510401,22.871799,27.8908,32.9818,34.5877,34.958401,30.671301,23.648701,16.1147,11.4303,3.59983,6.31408,10.0411,14.9671,19.888901,24.867399,28.0879,27.3508,23.112801,16.8242,9.63193,5.43642
moz,Zambezia,36.87500331,-15.20833668,1297,472,4500,6000,38,46324,244,99999,376,160,3.5,3.8,4.4,5,5.1,4.6,4.6,4.6,3.8,3.9,3.7,3.7,3.325,3.325,4.19012,2.245,1.3785,0.05425,0.082875,0.5225,2.65525,4.5735,2.55675,2.7925,14491,17462,22212,25813,27853,28628,28190,26578,22693,18876,15094,13248,17.893101,20.920601,25.114901,30.372299,35.2327,40.4524,42.7682,41.895401,37.557301,30.5242,22.9102,18.019501,10.3574,13.4864,17.507099,22.8216,27.8454,32.938801,34.531799,34.902401,30.6259,23.702101,16.1147,11.4291,3.53619,6.29221,10.0244,14.9027,19.8255,24.8095,28.111401,27.368,23.1527,16.9566,9.71707,5.52771
moz,Zambezia,36.95833664,-15.20833668,1092,239.6,4500,6000,30,28932,292,99999,381,160,3.5,3.8,4.4,5,5.1,4.6,4.6,4.6,3.8,3.9,3.7,3.7,3.325,3.325,4.19012,2.245,1.3785,0.05425,0.082875,0.5225,2.65525,4.5735,2.55675,2.7925,14491,17462,22212,25813,27853,28628,28190,26578,22693,18876,15094,13248,17.893101,20.920601,25.114901,30.372299,35.2327,40.4524,42.7682,41.895401,37.557301,30.5242,22.9102,18.019501,10.3574,13.4864,17.507099,22.8216,27.8454,32.938801,34.531799,34.902401,30.6259,23.702101,16.1147,11.4291,3.53619,6.29221,10.0244,14.9027,19.8255,24.8095,28.111401,27.368,23.1527,16.9566,9.71707,5.52771
moz,Zambezia,37.04166998,-15.20833668,1001,309.5,4500,6000,27,70153,263,1,374,160,3.5,3.6,4.4,5.2,5.1,5,4.6,4.6,3.6,3.9,3.5,3.5,3.30562,3.30562,4.20687,2.1775,1.37,0.05,0.065625,0.533125,2.68688,4.69875,3.03438,2.75125,14489,17446,22214,25799,27889,28699,28193,26583,22716,18878,15064,13247,17.880199,20.9104,25.0986,30.4051,35.313301,40.533001,42.909801,42.034199,37.684898,30.602301,22.941099,18.157101,10.3599,13.4935,17.510401,22.871799,27.8908,32.9818,34.5877,34.958401,30.671301,23.648701,16.1147,11.4303,3.59983,6.31408,10.0411,14.9671,19.888901,24.867399,28.0879,27.3508,23.112801,16.8242,9.63193,5.43642
moz,Zambezia,37.12500331,-15.20833668,1137,536.4,4500,6000,20,56277,78,99999,372,160,3.4,3.6,4.6,5.2,5.2,4.8,4.6,4.6,3.6,3.8,3.7,3.7,3.29046,3.29046,4.20626,2.1835,1.36822,0.05,0.070458,0.527069,2.6596,4.66497,2.52621,2.75836,14478,17449,22232,25801,27909,28666,28226,26582,22696,18862,15096,13251,17.891001,20.922899,25.112101,30.419701,35.328098,40.497601,42.871799,41.9963,37.699699,30.567499,22.9545,18.117901,10.4187,13.5533,17.520599,22.882999,27.903,32.993698,34.597401,34.968498,30.683399,23.710899,16.124901,11.4896,3.60628,6.37044,10.0481,14.975,19.8971,24.8757,28.1439,27.4063,23.1208,16.881201,9.68837,5.49409
moz,Zambezia,37.20833664,-15.20833668,1194,353.5,4500,6000,45,88211,256,1,374,160,3.4,3.8,4.3,5.2,5.1,4.6,4.6,4.6,3.8,3.9,3.7,3.7,3.30696,3.30696,4.1951,2.2395,1.36756,0.05,0.086958,0.518236,2.62843,4.57731,2.53971,2.78603,14479,17464,22197,25798,27854,28629,28189,26579,22695,18879,15097,13251,17.8981,20.927799,25.121599,30.3797,35.2897,40.509499,42.7761,41.902302,37.6133,30.530701,22.9156,18.0748,10.3659,13.4962,17.516001,22.830299,27.853701,32.945702,34.540298,34.9617,30.6332,23.710699,16.122999,11.4376,3.59663,6.35291,10.0849,14.9623,19.8346,24.816999,28.122299,27.378901,23.109699,16.9154,9.72712,5.53779
moz,Zambezia,37.29166998,-15.20833668,1381,319.2,4500,6000,12,36892,5,1,370,160,3.4,3.6,4.6,5.2,5.2,4.8,4.6,4.6,3.6,3.8,3.7,3.7,3.29046,3.29046,4.20626,2.1835,1.36822,0.05,0.070458,0.527069,2.6596,4.66497,2.52621,2.75836,14478,17449,22232,25801,27909,28666,28226,26582,22696,18862,15096,13251,17.891001,20.922899,25.112101,30.419701,35.328098,40.497601,42.871799,41.9963,37.699699,30.567499,22.9545,18.117901,10.4187,13.5533,17.520599,22.882999,27.903,32.993698,34.597401,34.968498,30.683399,23.710899,16.124901,11.4896,3.60628,6.37044,10.0481,14.975,19.8971,24.8757,28.1439,27.4063,23.1208,16.881201,9.68837,5.49409
moz,Zambezia,37.37500331,-15.20833668,1265,307.5,4500,6000,42,17154,158,1,374,160,3.4,3.6,4.6,5.2,5.2,4.8,4.6,4.6,3.6,3.8,3.7,3.7,3.29046,3.29046,4.20626,2.1835,1.36822,0.05,0.070458,0.527069,2.6596,4.66497,2.52621,2.75836,14478,17449,22232,25801,27909,28666,28226,26582,22696,18862,15096,13251,17.891001,20.922899,25.112101,30.419701,35.328098,40.497601,42.871799,41.9963,37.699699,30.567499,22.9545,18.117901,10.4187,13.5533,17.520599,22.882999,27.903,32.993698,34.597401,34.968498,30.683399,23.710899,16.124901,11.4896,3.60628,6.37044,10.0481,14.975,19.8971,24.8757,28.1439,27.4063,23.1208,16.881201,9.68837,5.49409
moz,Zambezia,37.45833664,-15.20833668,1389,314.4,4500,6000,37,35728,194,1,372,160,3.4,3.6,4.4,5.2,5.2,5,4.6,4.6,3.6,3.8,3.6,3.6,3.28771,3.28771,4.20813,2.17417,1.36833,0.05,0.067708,0.528542,2.66479,4.67958,3.02396,2.75375,14478,17449,22216,25801,27911,28698,28226,26583,22696,18862,15082,13266,17.9398,20.9221,25.1106,30.417999,35.326099,40.545601,42.921101,42.0453,37.697498,30.615299,22.9526,18.1668,10.4192,13.5045,17.521299,22.8834,27.902901,32.993301,34.598598,35.0196,30.683399,23.711,16.1252,11.4899,3.60789,6.37336,10.0503,14.9771,19.8992,24.877199,28.0975,27.360901,23.122601,16.833799,9.64024,5.44514
moz,Zambezia,37.54166998,-15.20833668,1692,311.7,4500,6000,16,46399,54,1,379,160,3.4,3.8,4.3,5.2,5.1,4.6,4.6,4.6,3.8,3.9,3.7,3.7,3.30696,3.30696,4.1951,2.2395,1.36756,0.05,0.086958,0.518236,2.62843,4.57731,2.53971,2.78603,14479,17464,22197,25798,27854,28629,28189,26579,22695,18879,15097,13251,17.8981,20.927799,25.121599,30.3797,35.2897,40.509499,42.7761,41.902302,37.6133,30.530701,22.9156,18.0748,10.3659,13.4962,17.516001,22.830299,27.853701,32.945702,34.540298,34.9617,30.6332,23.710699,16.122999,11.4376,3.59663,6.35291,10.0849,14.9623,19.8346,24.816999,28.122299,27.378901,23.109699,16.9154,9.72712,5.53779
moz,Zambezia,36.37500331,-15.29167001,113,29.7,4500,6000,46,51865,294,99999,373,160,3.4,3.6,4.4,5.2,5.2,5,4.6,4.6,3.6,3.8,3.6,3.6,3.28771,3.28771,4.20813,2.17417,1.36833,0.05,0.067708,0.528542,2.66479,4.67958,3.02396,2.75375,14478,17449,22216,25801,27911,28698,28226,26583,22696,18862,15082,13266,17.9398,20.9221,25.1106,30.417999,35.326099,40.545601,42.921101,42.0453,37.697498,30.615299,22.9526,18.1668,10.4192,13.5045,17.521299,22.8834,27.902901,32.993301,34.598598,35.0196,30.683399,23.711,16.1252,11.4899,3.60789,6.37336,10.0503,14.9771,19.8992,24.877199,28.0975,27.360901,23.122601,16.833799,9.64024,5.44514
moz,Zambezia,36.45833664,-15.29167001,72,0.1,4500,6000,15,5650,16,1,379,160,3.4,3.8,4.3,5.2,5.1,4.6,4.6,4.6,3.8,3.9,3.7,3.7,3.30696,3.30696,4.1951,2.2395,1.36756,0.05,0.086958,0.518236,2.62843,4.57731,2.53971,2.78603,14479,17464,22197,25798,27854,28629,28189,26579,22695,18879,15097,13251,17.8981,20.927799,25.121599,30.3797,35.2897,40.509499,42.7761,41.902302,37.6133,30.530701,22.9156,18.0748,10.3659,13.4962,17.516001,22.830299,27.853701,32.945702,34.540298,34.9617,30.6332,23.710699,16.122999,11.4376,3.59663,6.35291,10.0849,14.9623,19.8346,24.816999,28.122299,27.378901,23.109699,16.9154,9.72712,5.53779
moz,Zambezia,36.54166998,-15.29167001,66,4.4,4500,6000,42,7804,115,99999,377,160,3.4,3.8,4.3,5.2,5.1,4.6,4.6,4.6,3.8,3.9,3.7,3.7,3.30696,3.30696,4.1951,2.2395,1.36756,0.05,0.086958,0.518236,2.62843,4.57731,2.53971,2.78603,14479,17464,22197,25798,27854,28629,28189,26579,22695,18879,15097,13251,17.8981,20.927799,25.121599,30.3797,35.2897,40.509499,42.7761,41.902302,37.6133,30.530701,22.9156,18.0748,10.3659,13.4962,17.516001,22.830299,27.853701,32.945702,34.540298,34.9617,30.6332,23.710699,16.122999,11.4376,3.59663,6.35291,10.0849,14.9623,19.8346,24.816999,28.122299,27.378901,23.109699,16.9154,9.72712,5.53779
moz,Zambezia,36.62500331,-15.29167001,143,23.7,4500,6000,26,50835,289,1,377,160,3.4,3.8,4.3,5.2,5.1,4.6,4.6,4.7,3.8,3.9,3.7,3.7,3.30833,3.30833,4.19318,2.245,1.36961,0.051472,0.087597,0.5175,2.62858,4.56461,2.54231,2.79083,14479,17464,22196,25797,27852,28628,28223,26613,22673,18879,15097,13251,17.9002,20.929701,25.124001,30.382299,35.2924,40.5121,42.777599,41.904202,37.616402,30.5338,22.9184,18.076799,10.3659,13.4962,17.516399,22.8311,27.855101,32.947399,34.540699,34.911999,30.6348,23.712,16.1236,11.4378,3.54494,6.35118,10.0336,14.9616,19.8342,24.817101,28.1206,27.377001,23.159901,16.9146,9.7257,5.53667
moz,Zambezia,36.70833664,-15.29167001,398,132.8,4500,6000,21,4842,8,99999,378,160,3.4,3.8,4.3,5.2,5.1,4.6,4.6,4.7,3.8,3.9,3.7,3.7,3.30833,3.30833,4.19318,2.245,1.36961,0.051472,0.087597,0.5175,2.62858,4.56461,2.54231,2.79083,14479,17464,22196,25797,27852,28628,28223,26613,22673,18879,15097,13251,17.9002,20.929701,25.124001,30.382299,35.2924,40.5121,42.777599,41.904202,37.616402,30.5338,22.9184,18.076799,10.3659,13.4962,17.516399,22.8311,27.855101,32.947399,34.540699,34.911999,30.6348,23.712,16.1236,11.4378,3.54494,6.35118,10.0336,14.9616,19.8342,24.817101,28.1206,27.377001,23.159901,16.9146,9.7257,5.53667
moz,Zambezia,36.79166998,-15.29167001,1127,439.6,4500,6000,33,98641,249,1,377,160,3.4,3.8,4.3,5.2,5.1,4.6,4.6,4.6,3.8,3.9,3.7,3.7,3.30696,3.30696,4.1951,2.2395,1.36756,0.05,0.086958,0.518236,2.62843,4.57731,2.53971,2.78603,14479,17464,22197,25798,27854,28629,28189,26579,22695,18879,15097,13251,17.8981,20.927799,25.121599,30.3797,35.2897,40.509499,42.7761,41.902302,37.6133,30.530701,22.9156,18.0748,10.3659,13.4962,17.516001,22.830299,27.853701,32.945702,34.540298,34.9617,30.6332,23.710699,16.122999,11.4376,3.59663,6.35291,10.0849,14.9623,19.8346,24.816999,28.122299,27.378901,23.109699,16.9154,9.72712,5.53779
moz,Zambezia,36.87500331,-15.29167001,1084,306.8,4500,6000,21,14411,295,99999,371,160,3.4,3.6,4.4,5.2,5.2,5,4.6,4.6,3.6,3.8,3.6,3.6,3.28771,3.28771,4.20813,2.17417,1.36833,0.05,0.067708,0.528542,2.66479,4.67958,3.02396,2.75375,14478,17449,22216,25801,27911,28698,28226,26583,22696,18862,15082,13266,17.9398,20.9221,25.1106,30.417999,35.326099,40.545601,42.921101,42.0453,37.697498,30.615299,22.9526,18.1668,10.4192,13.5045,17.521299,22.8834,27.902901,32.993301,34.598598,35.0196,30.683399,23.711,16.1252,11.4899,3.60789,6.37336,10.0503,14.9771,19.8992,24.877199,28.0975,27.360901,23.122601,16.833799,9.64024,5.44514
moz,Zambezia,36.95833664,-15.29167001,857,219.3,4500,6000,20,54830,121,99999,372,160,3.4,3.6,4.4,5.2,5.2,5,4.6,4.6,3.6,3.8,3.6,3.6,3.28771,3.28771,4.20813,2.17417,1.36833,0.05,0.067708,0.528542,2.66479,4.67958,3.02396,2.75375,14478,17449,22216,25801,27911,28698,28226,26583,22696,18862,15082,13266,17.9398,20.9221,25.1106,30.417999,35.326099,40.545601,42.921101,42.0453,37.697498,30.615299,22.9526,18.1668,10.4192,13.5045,17.521299,22.8834,27.902901,32.993301,34.598598,35.0196,30.683399,23.711,16.1252,11.4899,3.60789,6.37336,10.0503,14.9771,19.8992,24.877199,28.0975,27.360901,23.122601,16.833799,9.64024,5.44514
